AT (Original),AT (Binned),AT (Min-Max),AT (Z-Score)
19.48,19.66,0.46,0.00
19.48,19.66,0.46,0.00
19.49,19.66,0.46,0.00
19.50,19.66,0.46,0.00
19.50,19.66,0.46,0.00
19.50,19.66,0.46,0.00
19.51,19.66,0.46,0.00
19.51,19.66,0.46,0.00
19.51,19.66,0.46,0.00
19.51,19.66,0.46,0.00
19.53,19.66,0.46,0.00
19.53,19.66,0.46,0.00
19.54,19.66,0.46,0.00
19.54,19.66,0.46,0.00
19.54,19.66,0.46,0.00
19.55,19.66,0.46,0.00
19.55,19.66,0.46,0.00
19.55,19.66,0.46,0.00
19.57,19.66,0.46,0.00
19.58,19.66,0.46,0.00
19.58,19.66,0.46,0.00
19.59,19.66,0.46,0.00
19.59,19.66,0.46,0.00
19.60,19.66,0.46,0.00
19.60,19.66,0.46,0.00
19.60,19.66,0.46,0.00
19.61,19.66,0.46,0.00
19.61,19.66,0.46,0.00
19.61,19.66,0.46,0.00
19.62,19.66,0.46,0.00
19.62,19.66,0.46,0.00
19.62,19.66,0.46,0.00
19.62,19.66,0.46,0.00
19.62,19.66,0.46,0.00
19.63,19.66,0.46,0.00
19.64,19.66,0.46,0.00
19.64,19.66,0.46,0.00
19.64,19.66,0.46,0.00
19.64,19.66,0.46,0.00
19.64,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.65,19.66,0.46,0.00
19.66,19.66,0.46,0.00
19.66,19.66,0.46,0.00
19.66,19.66,0.46,0.00
19.66,19.66,0.46,0.00
19.66,19.66,0.46,0.00
19.67,19.66,0.46,0.00
19.67,19.66,0.46,0.00
19.67,19.66,0.46,0.00
19.67,19.66,0.46,0.00
19.68,19.66,0.46,0.00
19.68,19.66,0.46,0.00
19.68,19.66,0.46,0.00
19.68,19.66,0.46,0.00
19.68,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.69,19.66,0.46,0.00
19.70,19.66,0.46,0.00
19.70,19.66,0.46,0.00
19.70,19.66,0.46,0.00
19.70,19.66,0.46,0.00
19.71,19.66,0.46,0.00
19.72,19.66,0.46,0.00
19.72,19.66,0.46,0.00
19.72,19.66,0.46,0.00
19.72,19.66,0.46,0.00
19.72,19.66,0.46,0.00
19.72,19.66,0.46,0.00
19.73,19.66,0.46,0.00
19.73,19.66,0.46,0.00
19.73,19.66,0.46,0.00
19.73,19.66,0.46,0.00
19.74,19.66,0.46,0.00
19.74,19.66,0.46,0.00
19.75,19.66,0.46,0.00
19.75,19.66,0.46,0.00
19.75,19.66,0.46,0.00
19.76,19.66,0.46,0.00
19.76,19.66,0.46,0.00
19.76,19.66,0.46,0.00
19.76,19.66,0.46,0.00
19.77,19.66,0.46,0.00
19.77,19.66,0.46,0.00
19.77,19.66,0.46,0.00
19.77,19.66,0.46,0.00
19.78,19.66,0.46,0.00
19.78,19.66,0.46,0.00
19.78,19.66,0.46,0.00
19.78,19.66,0.46,0.00
19.78,19.66,0.46,0.00
19.79,19.66,0.46,0.00
19.79,19.66,0.46,0.00
19.79,19.66,0.46,0.00
19.79,19.66,0.46,0.00
19.80,19.66,0.46,0.00
19.80,19.66,0.46,0.00
19.80,19.66,0.46,0.00
19.80,19.66,0.46,0.00
19.80,19.66,0.46,0.00
19.80,19.66,0.46,0.00
19.81,19.66,0.46,0.00
19.81,19.66,0.46,0.00
19.81,19.66,0.46,0.00
19.82,19.66,0.46,0.00
19.82,19.66,0.46,0.00
19.82,19.66,0.46,0.00
19.82,19.66,0.46,0.00
19.82,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.83,19.66,0.46,0.00
19.84,19.66,0.46,0.00
19.84,19.66,0.46,0.00
19.85,19.66,0.46,0.00
19.86,19.66,0.46,0.00
19.86,19.66,0.46,0.00
19.87,19.66,0.46,0.00
19.87,19.66,0.46,0.00
19.88,19.66,0.46,0.00
19.88,19.66,0.46,0.00
19.89,19.66,0.46,0.00
19.89,19.66,0.46,0.00
19.89,19.66,0.46,0.00
19.89,19.66,0.46,0.00
19.89,19.66,0.46,0.00
19.89,19.66,0.46,0.00
19.90,19.66,0.46,0.00
19.91,19.66,0.46,0.00
19.92,19.66,0.46,0.00
19.92,19.66,0.46,0.00
19.92,19.66,0.46,0.00
19.92,19.66,0.46,0.00
19.93,19.66,0.46,0.00
19.93,19.66,0.46,0.00
19.93,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.94,19.66,0.46,0.00
19.95,19.66,0.46,0.00
19.95,19.66,0.46,0.00
19.95,19.66,0.46,0.00
19.95,19.66,0.46,0.00
19.96,19.66,0.46,0.00
19.96,19.66,0.46,0.00
19.97,19.66,0.46,0.00
19.97,19.66,0.46,0.00
19.97,19.66,0.46,0.00
19.98,19.66,0.46,0.00
19.98,19.66,0.46,0.00
19.98,19.66,0.46,0.00
19.99,19.66,0.46,0.00
19.99,19.66,0.46,0.00
20.00,19.66,0.46,0.00
20.00,19.66,0.46,0.00
20.00,19.66,0.46,0.00
20.00,19.66,0.46,0.00
20.01,19.66,0.46,0.00
20.01,19.66,0.46,0.00
20.01,19.66,0.46,0.00
20.01,19.66,0.46,0.00
20.01,19.66,0.46,0.00
20.01,19.66,0.46,0.00
20.02,19.66,0.46,0.00
20.02,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.03,19.66,0.46,0.00
20.04,19.66,0.46,0.00
20.04,19.66,0.46,0.00
20.04,19.66,0.46,0.00
20.05,19.66,0.46,0.00
20.06,19.66,0.46,0.00
20.06,19.66,0.46,0.00
20.06,19.66,0.46,0.00
20.06,19.66,0.46,0.00
20.06,19.66,0.46,0.00
20.06,19.66,0.46,0.00
20.07,19.66,0.46,0.00
20.07,19.66,0.46,0.00
20.07,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.08,19.66,0.46,0.00
20.09,19.66,0.46,0.00
20.09,19.66,0.46,0.00
20.10,19.66,0.46,0.00
20.10,19.66,0.46,0.00
20.10,19.66,0.46,0.00
20.11,19.66,0.46,0.00
20.11,19.66,0.46,0.00
20.11,19.66,0.46,0.00
20.11,19.66,0.46,0.00
20.12,19.66,0.46,0.00
20.12,19.66,0.46,0.00
20.12,19.66,0.46,0.00
20.12,19.66,0.46,0.00
20.12,19.66,0.46,0.00
20.13,19.66,0.46,0.00
20.13,19.66,0.46,0.00
20.13,19.66,0.46,0.00
20.13,19.66,0.46,0.00
20.14,19.66,0.46,0.00
20.14,19.66,0.46,0.00
20.14,19.66,0.46,0.00
20.15,19.66,0.46,0.00
20.15,19.66,0.46,0.00
20.15,19.66,0.46,0.00
20.15,19.66,0.46,0.00
20.16,19.66,0.46,0.00
20.16,19.66,0.46,0.00
20.17,19.66,0.46,0.00
20.17,19.66,0.46,0.00
20.17,19.66,0.46,0.00
20.18,19.66,0.46,0.00
20.18,19.66,0.46,0.00
20.18,19.66,0.46,0.00
20.19,19.66,0.46,0.00
20.19,19.66,0.46,0.00
20.19,19.66,0.46,0.00
20.19,19.66,0.46,0.00
20.20,19.66,0.46,0.00
20.20,19.66,0.46,0.00
20.20,19.66,0.46,0.00
20.21,19.66,0.46,0.00
20.21,19.66,0.46,0.00
20.21,19.66,0.46,0.00
20.21,19.66,0.46,0.00
20.21,19.66,0.46,0.00
20.21,19.66,0.46,0.00
20.23,19.66,0.46,0.00
20.23,19.66,0.46,0.00
20.23,19.66,0.46,0.00
20.24,19.66,0.46,0.00
20.24,19.66,0.46,0.00
20.24,19.66,0.46,0.00
20.24,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.25,19.66,0.46,0.00
20.26,19.66,0.46,0.00
20.26,19.66,0.46,0.00
20.27,19.66,0.46,0.00
20.27,19.66,0.46,0.00
20.27,19.66,0.46,0.00
20.27,19.66,0.46,0.00
20.28,19.66,0.46,0.00
20.28,19.66,0.46,0.00
20.28,19.66,0.46,0.00
20.28,19.66,0.46,0.00
20.28,19.66,0.46,0.00
20.29,19.66,0.46,0.00
20.29,19.66,0.46,0.00
20.29,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.30,19.66,0.46,0.00
20.31,19.66,0.46,0.00
20.31,19.66,0.46,0.00
20.31,19.66,0.46,0.00
20.32,19.66,0.46,0.00
20.32,19.66,0.46,0.00
20.32,19.66,0.46,0.00
20.32,19.66,0.46,0.00
20.32,19.66,0.46,0.00
20.33,21.02,0.51,0.18
20.34,21.02,0.51,0.18
20.34,21.02,0.51,0.18
20.34,21.02,0.51,0.18
20.35,21.02,0.51,0.18
20.35,21.02,0.51,0.18
20.35,21.02,0.51,0.18
20.35,21.02,0.51,0.18
20.35,21.02,0.51,0.18
20.36,21.02,0.51,0.18
20.36,21.02,0.51,0.18
20.36,21.02,0.51,0.18
20.36,21.02,0.51,0.18
20.36,21.02,0.51,0.18
20.37,21.02,0.51,0.18
20.37,21.02,0.51,0.18
20.37,21.02,0.51,0.18
20.37,21.02,0.51,0.18
20.37,21.02,0.51,0.18
20.38,21.02,0.51,0.18
20.38,21.02,0.51,0.18
20.39,21.02,0.51,0.18
20.40,21.02,0.51,0.18
20.40,21.02,0.51,0.18
20.41,21.02,0.51,0.18
20.41,21.02,0.51,0.18
20.41,21.02,0.51,0.18
20.42,21.02,0.51,0.18
20.42,21.02,0.51,0.18
20.42,21.02,0.51,0.18
20.43,21.02,0.51,0.18
20.45,21.02,0.51,0.18
20.45,21.02,0.51,0.18
20.45,21.02,0.51,0.18
20.45,21.02,0.51,0.18
20.46,21.02,0.51,0.18
20.46,21.02,0.51,0.18
20.46,21.02,0.51,0.18
20.46,21.02,0.51,0.18
20.46,21.02,0.51,0.18
20.47,21.02,0.51,0.18
20.47,21.02,0.51,0.18
20.48,21.02,0.51,0.18
20.48,21.02,0.51,0.18
20.48,21.02,0.51,0.18
20.50,21.02,0.51,0.18
20.50,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.51,21.02,0.51,0.18
20.52,21.02,0.51,0.18
20.52,21.02,0.51,0.18
20.53,21.02,0.51,0.18
20.53,21.02,0.51,0.18
20.53,21.02,0.51,0.18
20.54,21.02,0.51,0.18
20.54,21.02,0.51,0.18
20.54,21.02,0.51,0.18
20.54,21.02,0.51,0.18
20.54,21.02,0.51,0.18
20.55,21.02,0.51,0.18
20.55,21.02,0.51,0.18
20.55,21.02,0.51,0.18
20.55,21.02,0.51,0.18
20.55,21.02,0.51,0.18
20.56,21.02,0.51,0.18
20.56,21.02,0.51,0.18
20.56,21.02,0.51,0.18
20.56,21.02,0.51,0.18
20.57,21.02,0.51,0.18
20.57,21.02,0.51,0.18
20.57,21.02,0.51,0.18
20.57,21.02,0.51,0.18
20.57,21.02,0.51,0.18
20.58,21.02,0.51,0.18
20.58,21.02,0.51,0.18
20.58,21.02,0.51,0.18
20.58,21.02,0.51,0.18
20.58,21.02,0.51,0.18
20.59,21.02,0.51,0.18
20.59,21.02,0.51,0.18
20.60,21.02,0.51,0.18
20.60,21.02,0.51,0.18
20.60,21.02,0.51,0.18
20.60,21.02,0.51,0.18
20.60,21.02,0.51,0.18
20.60,21.02,0.51,0.18
20.61,21.02,0.51,0.18
20.61,21.02,0.51,0.18
20.61,21.02,0.51,0.18
20.61,21.02,0.51,0.18
20.61,21.02,0.51,0.18
20.61,21.02,0.51,0.18
20.62,21.02,0.51,0.18
20.62,21.02,0.51,0.18
20.62,21.02,0.51,0.18
20.63,21.02,0.51,0.18
20.64,21.02,0.51,0.18
20.64,21.02,0.51,0.18
20.65,21.02,0.51,0.18
20.65,21.02,0.51,0.18
20.65,21.02,0.51,0.18
20.65,21.02,0.51,0.18
20.65,21.02,0.51,0.18
20.66,21.02,0.51,0.18
20.66,21.02,0.51,0.18
20.67,21.02,0.51,0.18
20.67,21.02,0.51,0.18
20.67,21.02,0.51,0.18
20.68,21.02,0.51,0.18
20.68,21.02,0.51,0.18
20.68,21.02,0.51,0.18
20.69,21.02,0.51,0.18
20.70,21.02,0.51,0.18
20.71,21.02,0.51,0.18
20.71,21.02,0.51,0.18
20.71,21.02,0.51,0.18
20.71,21.02,0.51,0.18
20.71,21.02,0.51,0.18
20.72,21.02,0.51,0.18
20.72,21.02,0.51,0.18
20.72,21.02,0.51,0.18
20.73,21.02,0.51,0.18
20.73,21.02,0.51,0.18
20.73,21.02,0.51,0.18
20.74,21.02,0.51,0.18
20.74,21.02,0.51,0.18
20.74,21.02,0.51,0.18
20.74,21.02,0.51,0.18
20.75,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.76,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.77,21.02,0.51,0.18
20.78,21.02,0.51,0.18
20.78,21.02,0.51,0.18
20.78,21.02,0.51,0.18
20.78,21.02,0.51,0.18
20.79,21.02,0.51,0.18
20.79,21.02,0.51,0.18
20.79,21.02,0.51,0.18
20.79,21.02,0.51,0.18
20.79,21.02,0.51,0.18
20.80,21.02,0.51,0.18
20.80,21.02,0.51,0.18
20.82,21.02,0.51,0.18
20.82,21.02,0.51,0.18
20.82,21.02,0.51,0.18
20.83,21.02,0.51,0.18
20.83,21.02,0.51,0.18
20.83,21.02,0.51,0.18
20.83,21.02,0.51,0.18
20.84,21.02,0.51,0.18
20.84,21.02,0.51,0.18
20.84,21.02,0.51,0.18
20.85,21.02,0.51,0.18
20.85,21.02,0.51,0.18
20.85,21.02,0.51,0.18
20.86,21.02,0.51,0.18
20.86,21.02,0.51,0.18
20.86,21.02,0.51,0.18
20.86,21.02,0.51,0.18
20.86,21.02,0.51,0.18
20.87,21.02,0.51,0.18
20.87,21.02,0.51,0.18
20.88,21.02,0.51,0.18
20.88,21.02,0.51,0.18
20.88,21.02,0.51,0.18
20.88,21.02,0.51,0.18
20.89,21.02,0.51,0.18
20.89,21.02,0.51,0.18
20.89,21.02,0.51,0.18
20.90,21.02,0.51,0.18
20.90,21.02,0.51,0.18
20.91,21.02,0.51,0.18
20.91,21.02,0.51,0.18
20.92,21.02,0.51,0.18
20.92,21.02,0.51,0.18
20.92,21.02,0.51,0.18
20.92,21.02,0.51,0.18
20.92,21.02,0.51,0.18
20.94,21.02,0.51,0.18
20.94,21.02,0.51,0.18
20.94,21.02,0.51,0.18
20.94,21.02,0.51,0.18
20.94,21.02,0.51,0.18
20.94,21.02,0.51,0.18
20.95,21.02,0.51,0.18
20.95,21.02,0.51,0.18
20.95,21.02,0.51,0.18
20.96,21.02,0.51,0.18
20.96,21.02,0.51,0.18
20.97,21.02,0.51,0.18
20.97,21.02,0.51,0.18
20.97,21.02,0.51,0.18
20.98,21.02,0.51,0.18
20.98,21.02,0.51,0.18
20.98,21.02,0.51,0.18
20.98,21.02,0.51,0.18
20.98,21.02,0.51,0.18
20.98,21.02,0.51,0.18
20.99,21.02,0.51,0.18
20.99,21.02,0.51,0.18
20.99,21.02,0.51,0.18
21.00,21.02,0.51,0.18
21.00,21.02,0.51,0.18
21.01,21.02,0.51,0.18
21.01,21.02,0.51,0.18
21.01,21.02,0.51,0.18
21.01,21.02,0.51,0.18
21.01,21.02,0.51,0.18
21.02,21.02,0.51,0.18
21.03,21.02,0.51,0.18
21.03,21.02,0.51,0.18
21.03,21.02,0.51,0.18
21.03,21.02,0.51,0.18
21.03,21.02,0.51,0.18
21.03,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.04,21.02,0.51,0.18
21.05,21.02,0.51,0.18
21.05,21.02,0.51,0.18
21.05,21.02,0.51,0.18
21.06,21.02,0.51,0.18
21.06,21.02,0.51,0.18
21.06,21.02,0.51,0.18
21.07,21.02,0.51,0.18
21.08,21.02,0.51,0.18
21.08,21.02,0.51,0.18
21.08,21.02,0.51,0.18
21.08,21.02,0.51,0.18
21.08,21.02,0.51,0.18
21.09,21.02,0.51,0.18
21.09,21.02,0.51,0.18
21.09,21.02,0.51,0.18
21.09,21.02,0.51,0.18
21.09,21.02,0.51,0.18
21.10,21.02,0.51,0.18
21.10,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.11,21.02,0.51,0.18
21.12,21.02,0.51,0.18
21.12,21.02,0.51,0.18
21.12,21.02,0.51,0.18
21.12,21.02,0.51,0.18
21.12,21.02,0.51,0.18
21.12,21.02,0.51,0.18
21.13,21.02,0.51,0.18
21.13,21.02,0.51,0.18
21.14,21.02,0.51,0.18
21.14,21.02,0.51,0.18
21.14,21.02,0.51,0.18
21.14,21.02,0.51,0.18
21.14,21.02,0.51,0.18
21.16,21.02,0.51,0.18
21.16,21.02,0.51,0.18
21.16,21.02,0.51,0.18
21.16,21.02,0.51,0.18
21.17,21.02,0.51,0.18
21.17,21.02,0.51,0.18
21.17,21.02,0.51,0.18
21.17,21.02,0.51,0.18
21.17,21.02,0.51,0.18
21.17,21.02,0.51,0.18
21.18,21.02,0.51,0.18
21.18,21.02,0.51,0.18
21.18,21.02,0.51,0.18
21.18,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.19,21.02,0.51,0.18
21.20,21.02,0.51,0.18
21.22,21.02,0.51,0.18
21.22,21.02,0.51,0.18
21.23,21.02,0.51,0.18
21.23,21.02,0.51,0.18
21.23,21.02,0.51,0.18
21.23,21.02,0.51,0.18
21.24,21.02,0.51,0.18
21.24,21.02,0.51,0.18
21.24,21.02,0.51,0.18
21.24,21.02,0.51,0.18
21.24,21.02,0.51,0.18
21.24,21.02,0.51,0.18
21.25,21.02,0.51,0.18
21.25,21.02,0.51,0.18
21.25,21.02,0.51,0.18
21.26,21.02,0.51,0.18
21.26,21.02,0.51,0.18
21.26,21.02,0.51,0.18
21.27,21.02,0.51,0.18
21.28,21.02,0.51,0.18
21.28,21.02,0.51,0.18
21.28,21.02,0.51,0.18
21.28,21.02,0.51,0.18
21.29,21.02,0.51,0.18
21.29,21.02,0.51,0.18
21.29,21.02,0.51,0.18
21.30,21.02,0.51,0.18
21.30,21.02,0.51,0.18
21.30,21.02,0.51,0.18
21.30,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.31,21.02,0.51,0.18
21.32,21.02,0.51,0.18
21.32,21.02,0.51,0.18
21.32,21.02,0.51,0.18
21.32,21.02,0.51,0.18
21.33,21.02,0.51,0.18
21.33,21.02,0.51,0.18
21.33,21.02,0.51,0.18
21.33,21.02,0.51,0.18
21.34,21.02,0.51,0.18
21.34,21.02,0.51,0.18
21.34,21.02,0.51,0.18
21.35,21.02,0.51,0.18
21.35,21.02,0.51,0.18
21.35,21.02,0.51,0.18
21.36,21.02,0.51,0.18
21.36,21.02,0.51,0.18
21.36,21.02,0.51,0.18
21.36,21.02,0.51,0.18
21.36,21.02,0.51,0.18
21.37,21.02,0.51,0.18
21.37,21.02,0.51,0.18
21.37,21.02,0.51,0.18
21.38,21.02,0.51,0.18
21.38,21.02,0.51,0.18
21.38,21.02,0.51,0.18
21.38,21.02,0.51,0.18
21.38,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.39,21.02,0.51,0.18
21.40,21.02,0.51,0.18
21.40,21.02,0.51,0.18
21.40,21.02,0.51,0.18
21.40,21.02,0.51,0.18
21.40,21.02,0.51,0.18
21.41,21.02,0.51,0.18
21.41,21.02,0.51,0.18
21.41,21.02,0.51,0.18
21.41,21.02,0.51,0.18
21.41,21.02,0.51,0.18
21.42,21.02,0.51,0.18
21.42,21.02,0.51,0.18
21.43,21.02,0.51,0.18
21.43,21.02,0.51,0.18
21.43,21.02,0.51,0.18
21.43,21.02,0.51,0.18
21.43,21.02,0.51,0.18
21.43,21.02,0.51,0.18
21.44,21.02,0.51,0.18
21.44,21.02,0.51,0.18
21.44,21.02,0.51,0.18
21.44,21.02,0.51,0.18
21.44,21.02,0.51,0.18
21.44,21.02,0.51,0.18
21.45,21.02,0.51,0.18
21.45,21.02,0.51,0.18
21.45,21.02,0.51,0.18
21.45,21.02,0.51,0.18
21.45,21.02,0.51,0.18
21.46,21.02,0.51,0.18
21.46,21.02,0.51,0.18
21.46,21.02,0.51,0.18
21.46,21.02,0.51,0.18
21.46,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.47,21.02,0.51,0.18
21.48,21.02,0.51,0.18
21.48,21.02,0.51,0.18
21.48,21.02,0.51,0.18
21.49,21.02,0.51,0.18
21.49,21.02,0.51,0.18
21.49,21.02,0.51,0.18
21.49,21.02,0.51,0.18
21.50,21.02,0.51,0.18
21.50,21.02,0.51,0.18
21.50,21.02,0.51,0.18
21.50,21.02,0.51,0.18
21.50,21.02,0.51,0.18
21.50,21.02,0.51,0.18
21.51,21.02,0.51,0.18
21.51,21.02,0.51,0.18
21.52,21.02,0.51,0.18
21.52,21.02,0.51,0.18
21.52,21.02,0.51,0.18
21.53,21.02,0.51,0.18
21.53,21.02,0.51,0.18
21.53,21.02,0.51,0.18
21.53,21.02,0.51,0.18
21.54,21.02,0.51,0.18
21.54,21.02,0.51,0.18
21.54,21.02,0.51,0.18
21.54,21.02,0.51,0.18
21.54,21.02,0.51,0.18
21.55,21.02,0.51,0.18
21.55,21.02,0.51,0.18
21.55,21.02,0.51,0.18
21.55,21.02,0.51,0.18
21.57,21.02,0.51,0.18
21.57,21.02,0.51,0.18
21.58,21.02,0.51,0.18
21.58,21.02,0.51,0.18
21.59,21.02,0.51,0.18
21.59,21.02,0.51,0.18
21.59,21.02,0.51,0.18
21.60,21.02,0.51,0.18
21.60,21.02,0.51,0.18
21.60,21.02,0.51,0.18
21.60,21.02,0.51,0.18
21.61,21.02,0.51,0.18
21.61,21.02,0.51,0.18
21.61,21.02,0.51,0.18
21.61,21.02,0.51,0.18
21.62,21.02,0.51,0.18
21.62,21.02,0.51,0.18
21.62,21.02,0.51,0.18
21.63,21.02,0.51,0.18
21.63,21.02,0.51,0.18
21.63,21.02,0.51,0.18
21.64,21.02,0.51,0.18
21.64,21.02,0.51,0.18
21.65,21.02,0.51,0.18
21.65,21.02,0.51,0.18
21.67,21.02,0.51,0.18
21.67,21.02,0.51,0.18
21.67,21.02,0.51,0.18
21.67,21.02,0.51,0.18
21.67,21.02,0.51,0.18
21.67,22.24,0.55,0.35
21.68,22.24,0.55,0.35
21.69,22.24,0.55,0.35
21.69,22.24,0.55,0.35
21.69,22.24,0.55,0.35
21.69,22.24,0.55,0.35
21.69,22.24,0.55,0.35
21.70,22.24,0.55,0.35
21.70,22.24,0.55,0.35
21.70,22.24,0.55,0.35
21.70,22.24,0.55,0.35
21.70,22.24,0.55,0.35
21.71,22.24,0.55,0.35
21.71,22.24,0.55,0.35
21.71,22.24,0.55,0.35
21.71,22.24,0.55,0.35
21.71,22.24,0.55,0.35
21.71,22.24,0.55,0.35
21.73,22.24,0.55,0.35
21.73,22.24,0.55,0.35
21.73,22.24,0.55,0.35
21.73,22.24,0.55,0.35
21.74,22.24,0.55,0.35
21.74,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.75,22.24,0.55,0.35
21.76,22.24,0.55,0.35
21.76,22.24,0.55,0.35
21.77,22.24,0.55,0.35
21.78,22.24,0.55,0.35
21.78,22.24,0.55,0.35
21.78,22.24,0.55,0.35
21.79,22.24,0.55,0.35
21.79,22.24,0.55,0.35
21.79,22.24,0.55,0.35
21.79,22.24,0.55,0.35
21.80,22.24,0.55,0.35
21.80,22.24,0.55,0.35
21.80,22.24,0.55,0.35
21.81,22.24,0.55,0.35
21.81,22.24,0.55,0.35
21.81,22.24,0.55,0.35
21.81,22.24,0.55,0.35
21.81,22.24,0.55,0.35
21.82,22.24,0.55,0.35
21.82,22.24,0.55,0.35
21.82,22.24,0.55,0.35
21.82,22.24,0.55,0.35
21.83,22.24,0.55,0.35
21.83,22.24,0.55,0.35
21.83,22.24,0.55,0.35
21.83,22.24,0.55,0.35
21.83,22.24,0.55,0.35
21.83,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.84,22.24,0.55,0.35
21.85,22.24,0.55,0.35
21.85,22.24,0.55,0.35
21.85,22.24,0.55,0.35
21.85,22.24,0.55,0.35
21.86,22.24,0.55,0.35
21.86,22.24,0.55,0.35
21.86,22.24,0.55,0.35
21.86,22.24,0.55,0.35
21.86,22.24,0.55,0.35
21.87,22.24,0.55,0.35
21.87,22.24,0.55,0.35
21.87,22.24,0.55,0.35
21.87,22.24,0.55,0.35
21.87,22.24,0.55,0.35
21.88,22.24,0.55,0.35
21.88,22.24,0.55,0.35
21.89,22.24,0.55,0.35
21.89,22.24,0.55,0.35
21.89,22.24,0.55,0.35
21.89,22.24,0.55,0.35
21.89,22.24,0.55,0.35
21.89,22.24,0.55,0.35
21.90,22.24,0.55,0.35
21.90,22.24,0.55,0.35
